ts_utc,spot,strike,call_oi,call_vol,call_last,call_iv,put_oi,put_vol,put_last,put_iv
2026-09-24 20:39,281.66,225.0,1.0,0.0,62.46,1.0000000000000003e-05,0.0,0.0,0.0,0.0
2026-09-24 20:39,281.66,235.0,0.0,0.0,0.0,0.0,7.0,0.0,0.02,1.125004375
2026-09-24 20:39,281.66,240.0,0.0,0.0,0.0,0.0,3.0,0.0,0.03,1.000005
2026-09-24 20:39,281.66,245.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.9062509375
2026-09-24 20:39,281.66,250.0,4.0,1.0,30.69,1.0000000000000003e-05,253.0,1.0,0.01,0.7812521875
2026-09-24 20:39,281.66,255.0,0.0,0.0,0.0,0.0,231.0,4.0,0.02,0.6562534375000001
2026-09-24 20:39,281.66,260.0,2.0,3.0,20.51,1.0000000000000003e-05,235.0,157.0,0.01,0.5312546875
2026-09-24 20:39,281.66,261.0,5.0,11.0,18.79,1.0000000000000003e-05,493.0,435.0,0.02,0.51562984375
2026-09-24 20:39,281.66,262.0,1.0,13.0,17.84,1.0000000000000003e-05,1686.0,1529.0,0.02,0.5312546875
2026-09-24 20:39,281.66,263.0,0.0,0.0,0.0,0.0,1896.0,1752.0,0.01,0.500005
2026-09-24 20:39,281.66,264.0,0.0,0.0,0.0,0.0,513.0,319.0,0.01,0.476567734375
2026-09-24 20:39,281.66,265.0,0.0,17.0,14.57,1.0000000000000003e-05,714.0,392.0,0.02,0.45313046875
2026-09-24 20:39,281.66,266.0,0.0,0.0,0.0,0.0,663.0,1.0,0.01,0.42188078125
2026-09-24 20:39,281.66,267.0,0.0,0.0,0.0,0.0,23.0,3.0,0.01,0.398443515625
2026-09-24 20:39,281.66,267.5,1.0,10.0,12.7,1.0000000000000003e-05,233.0,1.0,0.01,0.39063109375
2026-09-24 20:39,281.66,268.0,0.0,0.0,0.0,0.0,7.0,4.0,0.02,0.37500625
2026-09-24 20:39,281.66,269.0,8.0,17.0,10.83,1.0000000000000003e-05,90.0,5.0,0.02,0.35156898437499995
2026-09-24 20:39,281.66,270.0,1.0,12.0,11.61,1.0000000000000003e-05,325.0,5.0,0.02,0.32813171874999997
2026-09-24 20:39,281.66,271.0,1.0,1.0,10.12,1.0000000000000003e-05,971.0,4.0,0.01,0.29688203124999996
2026-09-24 20:39,281.66,272.0,3.0,2.0,10.46,1.0000000000000003e-05,578.0,281.0,0.01,0.273444765625
2026-09-24 20:39,281.66,272.5,6.0,1.0,7.74,1.0000000000000003e-05,279.0,600.0,0.01,0.2617261328125
2026-09-24 20:39,281.66,273.0,0.0,4.0,6.24,1.0000000000000003e-05,924.0,991.0,0.01,0.2500075
2026-09-24 20:39,281.66,274.0,14.0,24.0,7.4,1.0000000000000003e-05,362.0,334.0,0.01,0.22266402343749997
2026-09-24 20:39,281.66,275.0,423.0,172.0,6.56,1.0000000000000003e-05,1605.0,682.0,0.01,0.195320546875
2026-09-24 20:39,281.66,276.0,11.0,189.0,5.69,1.0000000000000003e-05,1295.0,4866.0,0.01,0.17188328125000002
2026-09-24 20:39,281.66,277.0,40.0,589.0,4.59,1.0000000000000003e-05,1568.0,5040.0,0.01,0.1445398046875
2026-09-24 20:39,281.66,277.5,7.0,66.0,4.2,1.0000000000000003e-05,440.0,6488.0,0.01,0.1289149609375
2026-09-24 20:39,281.66,278.0,30.0,737.0,3.56,1.0000000000000003e-05,911.0,44512.0,0.02,0.117196328125
2026-09-24 20:39,281.66,279.0,282.0,11288.0,2.43,1.0000000000000003e-05,1263.0,101273.0,0.01,0.0898528515625
2026-09-24 20:39,281.66,280.0,245.0,46805.0,1.56,1.0000000000000003e-05,4632.0,170465.0,0.01,0.060556269531250005
2026-09-24 20:39,281.66,281.0,390.0,117496.0,0.55,1.0000000000000003e-05,1626.0,161094.0,0.02,0.03321279296875
2026-09-24 20:39,281.66,282.0,580.0,137833.0,0.01,0.016611396484375002,2714.0,47386.0,0.55,0.08350525878906252
2026-09-24 20:39,281.66,282.5,1415.0,49380.0,0.01,0.034189345703125,966.0,4227.0,0.83,0.1132901171875
2026-09-24 20:39,281.66,283.0,1694.0,31816.0,0.01,0.049814189453125005,2348.0,2583.0,1.39,0.139657041015625
2026-09-24 20:39,281.66,284.0,1573.0,25212.0,0.01,0.07813421875000001,1672.0,707.0,2.31,0.18994950683593753
2026-09-24 20:39,281.66,285.0,2466.0,8888.0,0.01,0.1054776953125,1312.0,339.0,3.43,0.23633576171874998
2026-09-24 20:39,281.66,286.0,3205.0,4597.0,0.01,0.132821171875,624.0,181.0,4.35,0.28321029296874994
2026-09-24 20:39,281.66,287.0,5405.0,3118.0,0.01,0.1601646484375,765.0,120.0,5.36,0.32520206054687495
2026-09-24 20:39,281.66,288.0,3046.0,503.0,0.01,0.18360191406249998,1960.0,1380.0,6.29,0.362311064453125
2026-09-24 20:39,281.66,289.0,986.0,26.0,0.01,0.21094539062499998,47.0,20.0,7.87,0.405279384765625
2026-09-24 20:39,281.66,290.0,7372.0,138.0,0.01,0.23438265625,92.0,58.0,8.29,0.44336494140625
2026-09-24 20:39,281.66,291.0,2957.0,38.0,0.01,0.257819921875,10.0,10.0,10.29,0.4804739453125
2026-09-24 20:39,281.66,292.0,636.0,133.0,0.01,0.28125718749999995,0.0,2.0,11.21,0.5170946728515625
2026-09-24 20:39,281.66,293.0,1334.0,2.0,0.01,0.304694453125,12.0,14.0,11.4,0.55273884765625
2026-09-24 20:39,281.66,294.0,1327.0,1.0,0.01,0.32813171874999997,0.0,128.0,12.02,0.51562984375
2026-09-24 20:39,281.66,295.0,1175.0,95.0,0.01,0.35156898437499995,1.0,23.0,15.63,0.5468795312500001
2026-09-24 20:39,281.66,296.0,1689.0,91.0,0.02,0.37500625,0.0,25.0,16.6,0.57812921875
2026-09-24 20:39,281.66,297.0,375.0,1.0,0.05,0.398443515625,0.0,24.0,17.63,0.6093789062500001
2026-09-24 20:39,281.66,298.0,104.0,12.0,0.01,0.42188078125,0.0,23.0,18.6,0.64062859375
2026-09-24 20:39,281.66,299.0,60.0,4.0,0.01,0.437505625,0.0,43.0,19.7,0.6699251757812501
2026-09-24 20:39,281.66,300.0,141.0,5.0,0.02,0.46094289062500005,0.0,46.0,20.67,0.700198310546875
2026-09-24 20:39,281.66,301.0,13.0,10.0,0.01,0.48438015625,0.0,38.0,21.62,0.7304714453125
2026-09-24 20:39,281.66,302.0,4.0,1.0,0.01,0.500005,0.0,38.0,22.59,0.7597680273437502
2026-09-24 20:39,281.66,303.0,1.0,0.0,0.02,0.5312546875,0.0,0.0,0.0,0.0
2026-09-24 20:39,281.66,304.0,22.0,1.0,0.01,0.51562984375,0.0,0.0,0.0,0.0
2026-09-24 20:39,281.66,305.0,203.0,3.0,0.02,0.5312546875,0.0,0.0,0.0,0.0
2026-09-24 20:39,281.66,307.0,1.0,0.0,0.04,0.5625043750000001,0.0,0.0,0.0,0.0
2026-09-24 20:39,281.66,310.0,12.0,0.0,0.03,0.6250037500000001,0.0,0.0,0.0,0.0
