ts_utc,spot,strike,call_oi,call_vol,call_last,call_iv,put_oi,put_vol,put_last,put_iv
2026-09-25 18:53,744.31,450.0,0.0,0.0,0.0,0.0,1311.0,12.0,0.01,2.750003125
2026-09-25 18:53,744.31,455.0,0.0,0.0,0.0,0.0,374.0,154.0,0.01,2.68750328125
2026-09-25 18:53,744.31,460.0,0.0,0.0,0.0,0.0,469.0,122.0,0.01,2.6250034375
2026-09-25 18:53,744.31,465.0,0.0,0.0,0.0,0.0,387.0,10.0,0.01,2.56250359375
2026-09-25 18:53,744.31,470.0,0.0,0.0,0.0,0.0,237.0,10.0,0.01,2.50000375
2026-09-25 18:53,744.31,475.0,0.0,0.0,0.0,0.0,170.0,40.0,0.02,2.50000375
2026-09-25 18:53,744.31,480.0,0.0,0.0,0.0,0.0,355.0,234.0,0.01,2.43750390625
2026-09-25 18:53,744.31,485.0,0.0,0.0,0.0,0.0,13224.0,22.0,0.01,2.3750040624999995
2026-09-25 18:53,744.31,490.0,3.0,10.0,228.85,3.314454838867187,1034.0,779.0,0.01,2.3125042187499996
2026-09-25 18:53,744.31,495.0,0.0,0.0,0.0,0.0,557.0,250.0,0.01,2.2500043749999996
2026-09-25 18:53,744.31,500.0,14.0,9.0,240.82,3.2031269921874994,181.0,12.0,0.01,2.1875045312499997
2026-09-25 18:53,744.31,505.0,8.0,8.0,238.17,3.2832049169921875,152.0,600.0,0.02,2.1250046874999997
2026-09-25 18:53,744.31,510.0,5.0,1.0,232.09,3.345704760742187,52.0,1.0,0.02,2.1250046874999997
2026-09-25 18:53,744.31,515.0,0.0,0.0,227.24,3.14843962890625,1107.0,25.0,0.01,2.0625048437499998
2026-09-25 18:53,744.31,520.0,0.0,0.0,227.67,3.0566429833984374,374.0,30.0,0.02,1.96875015625
2026-09-25 18:53,744.31,525.0,0.0,0.0,222.69,2.9980493798828123,185.0,10.0,0.01,1.9375003125
2026-09-25 18:53,744.31,530.0,0.0,0.0,0.0,0.0,437.0,54.0,0.01,1.875000625
2026-09-25 18:53,744.31,535.0,0.0,2.0,209.86,2.8710965722656248,1491.0,198.0,0.01,1.8437507812499998
2026-09-25 18:53,744.31,540.0,2.0,2.0,204.87,2.755862485351563,682.0,195.0,0.01,1.8125009374999999
2026-09-25 18:53,744.31,545.0,0.0,0.0,170.5,2.7324250439453124,749.0,10.0,0.01,1.75000125
2026-09-25 18:53,744.31,550.0,0.0,0.0,0.0,0.0,1110.0,195.0,0.01,1.6875015625
2026-09-25 18:53,744.31,555.0,2.0,500.0,162.0,2.587894155273437,1741.0,152.0,0.01,1.65625171875
2026-09-25 18:53,744.31,560.0,0.0,0.0,0.0,0.0,3842.0,40.0,0.01,1.625001875
2026-09-25 18:53,744.31,565.0,1.0,66.0,181.43,2.441410146484375,628.0,50.0,0.01,1.5625021874999998
2026-09-25 18:53,744.31,570.0,0.0,66.0,176.44,2.4277383056640627,1277.0,113.0,0.01,1.5000025
2026-09-25 18:53,744.31,575.0,0.0,1.0,170.37,2.3144573388671867,739.0,1.0,0.02,1.46875265625
2026-09-25 18:53,744.31,580.0,4.0,4.0,164.91,2.243168454589843,772.0,25.0,0.01,1.4375028125
2026-09-25 18:53,744.31,585.0,1.0,4.0,159.92,2.0468798828125,2841.0,1.0,0.01,1.3750031249999999
2026-09-25 18:53,744.31,590.0,3.0,1.0,150.99,1.982421962890625,2137.0,1.0,0.01,1.3125034374999998
2026-09-25 18:53,744.31,595.0,2.0,6.0,149.86,2.090825085449218,2083.0,118.0,0.01,1.2812535937499998
2026-09-25 18:53,744.31,600.0,16.0,18.0,144.87,1.8515632421875,4152.0,1.0,0.01,1.2500037499999999
2026-09-25 18:53,744.31,605.0,2.0,8.0,140.19,1.9091801416015626,1883.0,2.0,0.01,1.1875040625
2026-09-25 18:53,744.31,610.0,14.0,2.0,134.77,1.8437507812499998,1466.0,147.0,0.01,1.15625421875
2026-09-25 18:53,744.31,615.0,1.0,2.0,120.99,1.6679704101562502,801.0,44.0,0.01,1.09375453125
2026-09-25 18:53,744.31,620.0,32.0,10.0,122.41,1.7099623876953123,2323.0,27.0,0.01,1.0625046875000002
2026-09-25 18:53,744.31,625.0,2.0,4.0,111.09,1.5693380908203123,1666.0,15.0,0.01,1.0312548437500002
